Reviewer,Rating,Title,Date,Body,review_key_aspects,aspect_sentiments,adjective_review,ner_review,emotions_review,empathy_review,predicted_sentiment,actual_sentiment,computed_sentiment_score,computed_sentiment
Rajesh Kumar Jha,4.0,Good product 👍,2022-07-10,good product by another product,good product product,{'product': 'positive'},good,,"[('neutral', 0.4209478795528412), ('admiration', 0.31470444798469543), ('approval', 0.0880790427327156)]","[[{'label': 'neutral', 'score': 0.40400636196136475}, {'label': 'joy', 'score': 0.29575833678245544}, {'label': 'disgust', 'score': 0.21299031376838684}, {'label': 'anger', 'score': 0.05191432312130928}, {'label': 'surprise', 'score': 0.021190283820033073}, {'label': 'sadness', 'score': 0.01251963060349226}, {'label': 'fear', 'score': 0.001620762050151825}]]",positive,positive,0.4404,positive
SUSHMA SINDHE,4.0,Nice,2022-07-04,good,,{},good,,"[('admiration', 0.5878942608833313), ('neutral', 0.12407136708498001), ('approval', 0.08707352727651596)]","[[{'label': 'neutral', 'score': 0.6325144171714783}, {'label': 'joy', 'score': 0.18647123873233795}, {'label': 'disgust', 'score': 0.10550987720489502}, {'label': 'sadness', 'score': 0.03491360694169998}, {'label': 'anger', 'score': 0.02631918340921402}, {'label': 'surprise', 'score': 0.009417631663382053}, {'label': 'fear', 'score': 0.0048540192656219006}]]",positive,positive,0.4404,positive
Gopal,4.0,Nyce,2022-06-12,nyce,nyce,{'nyce': 'neutral'},,"('nyce', 'PERSON')","[('neutral', 0.8009456992149353), ('approval', 0.031060975044965744), ('anger', 0.016403386369347572)]","[[{'label': 'neutral', 'score': 0.7861523032188416}, {'label': 'surprise', 'score': 0.08396846801042557}, {'label': 'sadness', 'score': 0.07088161259889603}, {'label': 'joy', 'score': 0.05124730244278908}, {'label': 'anger', 'score': 0.0033869948238134384}, {'label': 'disgust', 'score': 0.00255921040661633}, {'label': 'fear', 'score': 0.0018041125731542706}]]",neutral,positive,0.0,neutral
Placeholder,4.0,Reasonable price,2022-06-10,fast delivery good price,fast delivery good price,"{'delivery': 'positive', 'price': 'positive'}",fast good,,"[('admiration', 0.5365608334541321), ('neutral', 0.25697678327560425), ('approval', 0.059182893484830856)]","[[{'label': 'neutral', 'score': 0.9028802514076233}, {'label': 'joy', 'score': 0.05070473253726959}, {'label': 'surprise', 'score': 0.02527628093957901}, {'label': 'sadness', 'score': 0.01305808313190937}, {'label': 'anger', 'score': 0.004085605964064598}, {'label': 'disgust', 'score': 0.002524268114939332}, {'label': 'fear', 'score': 0.0014707738300785422}]]",positive,positive,0.4404,positive
Robin,4.0,Ok product,2022-05-28,the product in itself seems fine but i have seen mosquitoes  sitting on top of it while it is on and still no effect ,product mosquito,"{'product': 'negative', 'mosquitoes': 'negative', 'top': 'negative', 'effect': 'negative'}",fine,,"[('neutral', 0.43593829870224), ('approval', 0.2570773661136627), ('realization', 0.10597367584705353)]","[[{'label': 'fear', 'score': 0.3187665045261383}, {'label': 'anger', 'score': 0.1885291039943695}, {'label': 'disgust', 'score': 0.15865826606750488}, {'label': 'neutral', 'score': 0.1539011299610138}, {'label': 'joy', 'score': 0.09237711131572723}, {'label': 'sadness', 'score': 0.0747390016913414}, {'label': 'surprise', 'score': 0.013028837740421295}]]",negative,positive,-0.0516,negative
Sandip Ghosh,4.0,Mosquito repellent,2022-05-28,what comment is required for this product but price is high compared to others,comment product price,"{'comment': 'neutral', 'product': 'neutral', 'price': 'neutral', 'others': 'neutral'}",high,,"[('neutral', 0.529616117477417), ('curiosity', 0.09700039029121399), ('confusion', 0.06290751695632935)]","[[{'label': 'neutral', 'score': 0.4671372175216675}, {'label': 'sadness', 'score': 0.30190518498420715}, {'label': 'surprise', 'score': 0.1891424059867859}, {'label': 'disgust', 'score': 0.014443330466747284}, {'label': 'anger', 'score': 0.014245184138417244}, {'label': 'fear', 'score': 0.008870016783475876}, {'label': 'joy', 'score': 0.004256603308022022}]]",neutral,positive,0.0,neutral
Manjunath N,4.0,Ok,2022-05-16,ok,,{},,,"[('neutral', 0.6164146065711975), ('approval', 0.18991433084011078), ('caring', 0.04196959733963013)]","[[{'label': 'neutral', 'score': 0.8115996718406677}, {'label': 'surprise', 'score': 0.05355851352214813}, {'label': 'sadness', 'score': 0.04313215613365173}, {'label': 'fear', 'score': 0.03343234956264496}, {'label': 'disgust', 'score': 0.02910882607102394}, {'label': 'anger', 'score': 0.023284118622541428}, {'label': 'joy', 'score': 0.005884390790015459}]]",positive,positive,0.296,positive
Amazon Customer,4.0,"Good Knight Power Activ+, Mosquito repellent is good & effective.",2022-05-05,good knight power activ mosquito repellent is good  effective,good knight power activ mosquito repellent,"{'knight': 'positive', 'power': 'positive', 'repellent': 'positive'}",good good effective,"('activ mosquito repellent', 'PERSON')","[('admiration', 0.6657963395118713), ('neutral', 0.1510302573442459), ('approval', 0.0835300013422966)]","[[{'label': 'joy', 'score': 0.46270135045051575}, {'label': 'neutral', 'score': 0.42387762665748596}, {'label': 'anger', 'score': 0.03223268315196037}, {'label': 'sadness', 'score': 0.03161586448550224}, {'label': 'surprise', 'score': 0.029722560197114944}, {'label': 'fear', 'score': 0.009950799867510796}, {'label': 'disgust', 'score': 0.009899051859974861}]]",positive,positive,0.836,positive
Mohammad Danish,4.0,Good product,2022-04-25,value of money one person found this helpful,value money person,"{'value': 'positive', 'money': 'positive', 'person': 'positive'}",helpful,"('one', 'CARDINAL')","[('approval', 0.32562506198883057), ('neutral', 0.3096194267272949), ('admiration', 0.27066221833229065)]","[[{'label': 'joy', 'score': 0.616824209690094}, {'label': 'neutral', 'score': 0.2782103717327118}, {'label': 'surprise', 'score': 0.08374719321727753}, {'label': 'sadness', 'score': 0.00733143649995327}, {'label': 'anger', 'score': 0.0072788032703101635}, {'label': 'disgust', 'score': 0.004821860231459141}, {'label': 'fear', 'score': 0.0017861424712464213}]]",positive,positive,0.6858,positive
samarjeet pattnaik,5.0,Good,2024-10-21,good,,{},good,,"[('admiration', 0.5878942608833313), ('neutral', 0.12407136708498001), ('approval', 0.08707352727651596)]","[[{'label': 'neutral', 'score': 0.6325144171714783}, {'label': 'joy', 'score': 0.18647123873233795}, {'label': 'disgust', 'score': 0.10550987720489502}, {'label': 'sadness', 'score': 0.03491360694169998}, {'label': 'anger', 'score': 0.02631918340921402}, {'label': 'surprise', 'score': 0.009417631663382053}, {'label': 'fear', 'score': 0.0048540192656219006}]]",positive,positive,0.4404,positive
Chochocookies World,5.0,Really good,2024-10-07,good work keeps mosquitoes away value for money runs for a month and few days more,good work mosquito value money run month,"{'work': 'positive', 'mosquitoes': 'positive', 'value': 'positive', 'money': 'positive', 'runs': 'positive', 'month': 'positive', 'days': 'positive'}",good few,"('a month and few days', 'DATE')","[('neutral', 0.39161112904548645), ('approval', 0.16760405898094177), ('admiration', 0.15949179232120514)]","[[{'label': 'neutral', 'score': 0.7647087574005127}, {'label': 'joy', 'score': 0.20179755985736847}, {'label': 'sadness', 'score': 0.011259865947067738}, {'label': 'surprise', 'score': 0.01041560061275959}, {'label': 'anger', 'score': 0.006722124293446541}, {'label': 'disgust', 'score': 0.0042234365828335285}, {'label': 'fear', 'score': 0.0008726798696443439}]]",positive,positive,0.6486,positive
vanlalthara,5.0,Good,2024-10-06,thanks amazon for this product,thank amazon product,"{'thanks': 'positive', 'amazon': 'positive', 'product': 'positive'}",,,"[('gratitude', 0.9548735618591309), ('neutral', 0.026568574830889702), ('approval', 0.02424432709813118)]","[[{'label': 'neutral', 'score': 0.39427247643470764}, {'label': 'surprise', 'score': 0.31653162837028503}, {'label': 'joy', 'score': 0.25646305084228516}, {'label': 'sadness', 'score': 0.02333352342247963}, {'label': 'anger', 'score': 0.006103071384131908}, {'label': 'fear', 'score': 0.0016613227780908346}, {'label': 'disgust', 'score': 0.0016349363140761852}]]",positive,positive,0.5574,positive
Breeze,5.0,Worth Buying in Bulk,2024-10-03,6 pieces together came with a good price,piece good price,"{'pieces': 'positive', 'price': 'positive'}",good,"('6', 'CARDINAL')","[('admiration', 0.5720041394233704), ('neutral', 0.1892765611410141), ('approval', 0.07823286950588226)]","[[{'label': 'neutral', 'score': 0.5819250345230103}, {'label': 'joy', 'score': 0.32167863845825195}, {'label': 'surprise', 'score': 0.07849039882421494}, {'label': 'sadness', 'score': 0.008601159788668156}, {'label': 'anger', 'score': 0.005891025066375732}, {'label': 'disgust', 'score': 0.002336998702958226}, {'label': 'fear', 'score': 0.0010767600033432245}]]",positive,positive,0.4404,positive
Arindam Saha,5.0,Good,2024-09-16,like one person found this helpful,person,{'person': 'positive'},helpful,"('one', 'CARDINAL')","[('admiration', 0.3598165214061737), ('neutral', 0.25179755687713623), ('approval', 0.17671078443527222)]","[[{'label': 'joy', 'score': 0.6965451240539551}, {'label': 'neutral', 'score': 0.20842060446739197}, {'label': 'surprise', 'score': 0.0760793387889862}, {'label': 'anger', 'score': 0.007355513051152229}, {'label': 'sadness', 'score': 0.00727195106446743}, {'label': 'disgust', 'score': 0.003387981792911887}, {'label': 'fear', 'score': 0.0009394923108629882}]]",positive,positive,0.6956,positive
Gulab Singh,5.0,Very good product,2024-09-13,i like it,,{},,,"[('love', 0.6652699112892151), ('admiration', 0.19863323867321014), ('approval', 0.0873146578669548)]","[[{'label': 'joy', 'score': 0.986973762512207}, {'label': 'surprise', 'score': 0.003991061355918646}, {'label': 'sadness', 'score': 0.003858389565721154}, {'label': 'anger', 'score': 0.0023260016459971666}, {'label': 'neutral', 'score': 0.001718974090181291}, {'label': 'fear', 'score': 0.00071958132321015}, {'label': 'disgust', 'score': 0.0004122529353480786}]]",positive,positive,0.3612,positive
SUSMITA TIWARI,5.0,Good,2024-09-10,good,,{},good,,"[('admiration', 0.5878942608833313), ('neutral', 0.12407136708498001), ('approval', 0.08707352727651596)]","[[{'label': 'neutral', 'score': 0.6325144171714783}, {'label': 'joy', 'score': 0.18647123873233795}, {'label': 'disgust', 'score': 0.10550987720489502}, {'label': 'sadness', 'score': 0.03491360694169998}, {'label': 'anger', 'score': 0.02631918340921402}, {'label': 'surprise', 'score': 0.009417631663382053}, {'label': 'fear', 'score': 0.0048540192656219006}]]",positive,positive,0.4404,positive
UJJWAL KUMAR,5.0,Too good,2024-09-06,click to play video the product is best i ordered pack of 2 in which number of good night refills are 12 in cheap price i like it very much i found this product on amazon at very low price thank you amazon one person found this helpful,video product pack number good night refill cheap price product amazon low price person,"{'video': 'positive', 'product': 'positive', 'pack': 'positive', 'number': 'positive', 'night': 'positive', 'refills': 'positive', 'price': 'positive', 'amazon': 'positive', 'person': 'positive'}",best good cheap low helpful,"('2', 'CARDINAL')","[('gratitude', 0.6228113174438477), ('admiration', 0.5222216844558716), ('approval', 0.07617483288049698)]","[[{'label': 'joy', 'score': 0.5887145400047302}, {'label': 'surprise', 'score': 0.23823972046375275}, {'label': 'neutral', 'score': 0.1551642268896103}, {'label': 'sadness', 'score': 0.012341063469648361}, {'label': 'anger', 'score': 0.0035436528269201517}, {'label': 'disgust', 'score': 0.0010149878216907382}, {'label': 'fear', 'score': 0.0009817505488172174}]]",positive,positive,0.954,positive
Sowmya Iyer,5.0,Well packed and affordable price.,2024-08-29,product is exactly as described,product,{'product': 'neutral'},,,"[('neutral', 0.6142008900642395), ('approval', 0.23835934698581696), ('realization', 0.057829923927783966)]","[[{'label': 'neutral', 'score': 0.905717134475708}, {'label': 'surprise', 'score': 0.060234278440475464}, {'label': 'joy', 'score': 0.01864205114543438}, {'label': 'sadness', 'score': 0.0077147153206169605}, {'label': 'anger', 'score': 0.004132454749196768}, {'label': 'disgust', 'score': 0.0018457771511748433}, {'label': 'fear', 'score': 0.0017136416863650084}]]",neutral,positive,0.0,neutral
Yash,5.0,Good,2024-08-26,good product,good product,{'product': 'positive'},good,,"[('admiration', 0.6172888278961182), ('neutral', 0.16805608570575714), ('approval', 0.09166169166564941)]","[[{'label': 'neutral', 'score': 0.8036730289459229}, {'label': 'joy', 'score': 0.14797110855579376}, {'label': 'disgust', 'score': 0.018824240192770958}, {'label': 'sadness', 'score': 0.010956449434161186}, {'label': 'surprise', 'score': 0.010852250270545483}, {'label': 'anger', 'score': 0.006268120836466551}, {'label': 'fear', 'score': 0.0014547427417710423}]]",positive,positive,0.4404,positive
Sandip Paul,5.0,Good Knight Power Activ+ Liquid Vapourizer – Effective Mosquito Protection with Convenient Refills!,2024-08-25,the good knight power activ liquid vapourizer offers reliable mosquito protection with its effective liquid refill system this pack includes two 45ml refills designed to provide longlasting defense against mosquitoes the vapourizers formula works efficiently to repel insects helping to create a more comfortable and pestfree environment easy to use and refill it is a practical solution for keeping mosquitoes at bay ideal for both indoor and outdoor use good knight power activ ensures peace of mind and continuous protection from irritating and potentially diseasecarrying mosquitoes,good knight power activ liquid vapourizer reliable mosquito protection effective liquid refill system pack refill longlaste defense mosquito vapourizer formula insect comfortable pestfree environment practical solution mosquito bay ideal good knight power activ peace mind continuous protection mosquito,"{'knight': 'positive', 'power': 'positive', 'vapourizer': 'positive', 'protection': 'positive', 'refill': 'positive', 'system': 'positive', 'pack': 'positive', 'refills': 'positive', 'defense': 'positive', 'mosquitoes': 'positive', 'vapourizers': 'positive', 'formula': 'positive', 'insects': 'positive', 'pestfree': 'positive', 'environment': 'positive', 'solution': 'positive', 'use': 'positive', 'activ': 'positive', 'peace': 'positive', 'mind': 'positive'}",good liquid reliable effective liquid 45ml comfortable easy practical indoor outdoor good continuous,"('two 45ml', 'DATE')","[('neutral', 0.4051148593425751), ('annoyance', 0.1626119315624237), ('anger', 0.07618793845176697)]","[[{'label': 'joy', 'score': 0.6026281118392944}, {'label': 'neutral', 'score': 0.18040116131305695}, {'label': 'anger', 'score': 0.17752082645893097}, {'label': 'disgust', 'score': 0.017769940197467804}, {'label': 'sadness', 'score': 0.012941500172019005}, {'label': 'surprise', 'score': 0.00527979526668787}, {'label': 'fear', 'score': 0.0034586219117045403}]]",positive,positive,0.98,positive
Chandan Kumar,5.0,Value for money,2024-08-24,nice,,{},nice,,"[('admiration', 0.7273629307746887), ('approval', 0.07381336390972137), ('neutral', 0.06820283085107803)]","[[{'label': 'neutral', 'score': 0.7410890460014343}, {'label': 'disgust', 'score': 0.12970957159996033}, {'label': 'sadness', 'score': 0.03709390386939049}, {'label': 'anger', 'score': 0.036271657794713974}, {'label': 'joy', 'score': 0.03328331559896469}, {'label': 'surprise', 'score': 0.018532119691371918}, {'label': 'fear', 'score': 0.00402035703882575}]]",positive,positive,0.4215,positive
sharad shankar sabale,5.0,Ok,2024-08-22,like,,{},,,"[('neutral', 0.6463608145713806), ('love', 0.12039575725793839), ('approval', 0.05619985982775688)]","[[{'label': 'neutral', 'score': 0.7879066467285156}, {'label': 'surprise', 'score': 0.07542122900485992}, {'label': 'disgust', 'score': 0.04258676990866661}, {'label': 'anger', 'score': 0.035074736922979355}, {'label': 'sadness', 'score': 0.03186953440308571}, {'label': 'fear', 'score': 0.014038942754268646}, {'label': 'joy', 'score': 0.013102235272526741}]]",positive,positive,0.3612,positive
